description_zh,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_total_dietary_g,sugars_g,fe_mg,na_mg,serving_size_g,description_en,source
墨西哥卷饼虾仁,189.0,8.33,8.92,18.35,1.5,2.44,1.32,456.0,95.0,"Fajita, shrimp",fndd
墨西哥卷饼鸡肉奶酪,244.0,13.74,8.06,28.33,2.0,2.16,2.31,456.0,220.0,"Burrito, chicken, cheese",fndd
墨西哥卷饼，NFS,219.0,11.7,11.02,17.99,1.5,2.44,1.73,455.0,95.0,"Fajita, NFS",fndd
墨西哥卷饼，仅芝士,275.0,12.19,13.45,27.75,3.8,0.86,0.76,311.0,120.0,"Taco, cheese only",fndd
墨西哥卷饼，波利略风味,318.0,10.65,5.8,55.77,2.2,3.55,3.9,506.0,117.0,"Roll, Mexican, bolillo",fndd
墨西哥卷饼，牛肉,191.0,9.76,10.54,14.64,2.3,0.79,1.14,458.0,150.0,"Enchilada, beef",fndd
墨西哥卷饼，猪肉，配米饭，芝士,232.0,10.17,8.26,28.24,1.5,1.54,2.16,442.0,220.0,"Burrito, pork, with rice, cheese",fndd
墨西哥卷饼，猪肉，配豆子和米饭，奶酪,226.0,10.51,8.52,26.05,2.0,1.61,2.19,463.0,220.0,"Burrito, pork, with beans and rice, cheese",fndd
墨西哥卷饼，猪肉，配豆子，奶酪,220.0,10.85,8.78,23.87,2.5,1.68,2.23,483.0,220.0,"Burrito, pork, with beans, cheese",fndd
墨西哥卷饼，肉馅，配米饭，无奶酪,224.0,9.84,6.91,29.59,1.6,1.57,2.43,431.0,220.0,"Burrito, meat, with rice, no cheese",fndd
墨西哥卷饼，肉，无奶酪,262.0,12.85,9.75,29.63,2.1,2.23,2.93,442.0,220.0,"Burrito, meat, no cheese",fndd
墨西哥卷饼，豆子和米饭，奶酪,202.0,6.89,4.87,32.2,3.2,1.59,2.23,430.0,220.0,"Burrito, with beans and rice, cheese",fndd
墨西哥卷饼，豆泥，无芝士,188.0,7.41,3.95,30.84,5.1,1.74,2.51,436.0,220.0,"Burrito, with beans, no cheese",fndd
墨西哥卷饼，豆泥，芝士,196.0,8.1,5.16,29.49,4.9,1.69,2.39,449.0,190.0,"Burrito, with beans, cheese",fndd
墨西哥卷鸡,192.0,10.68,9.41,16.314999999999998,1.9,1.615,1.165,455.0,122.5,"Enchilada, chicken",fndd
墨西哥层叠蘸酱,146.0,5.41,11.33,6.67,2.1,1.71,1.05,538.0,60.0,Layer dip,fndd
墨西哥披萨,249.0,15.47,13.94,15.3,2.1,0.34,1.61,375.0,100.0,Mexican pizza,fndd
墨西哥炒蛋,121.0,6.68,6.65,8.85,1.7,2.26,1.08,418.0,135.0,Huevos rancheros,fndd
墨西哥烤奶酪,297.0,22.14,22.1,2.4,0.0,0.0,0.0,734.0,21.0,Queso Asadero,fndd
墨西哥玉米卷饼，豆类，无芝士,167.0,5.0,6.18,24.01,4.5,0.64,1.3,405.0,100.0,"Taco, with beans, no cheese",fndd
墨西哥玉米卷饼，面粉皮，配豆子、芝士,184.0,6.99,5.57,26.59,3.4,1.76,2.2,488.0,105.0,"Taco, flour tortilla, with beans, cheese",fndd
墨西哥白干酪,298.0,18.88,23.36,2.96,0.0,2.32,0.0,626.0,21.0,Queso Fresco,fndd
墨西哥芝士粉,351.0,23.84,27.24,2.72,0.0,0.0,0.0,1625.0,21.0,Queso cotija,fndd
墨西哥辣椒热狗三明治,215.0,10.29,12.79,14.7,2.4,2.11,1.84,551.0,151.0,"Chili hot dog sandwich, on wheat bread",fndd
墨西哥辣椒肉芝士馅,230.0,9.01,17.15,9.72,0.7,1.4,0.79,421.0,143.0,"Chiles rellenos, filled with meat and cheese",fndd
墨西哥辣椒蘸酱,426.0,1.99,45.08,3.15,0.0,2.04,0.12,708.0,60.0,"Chipotle dip, regular",fndd
墨西哥辣椒酱，清淡,195.0,1.82,15.15,13.2,0.0,7.36,0.12,598.0,60.0,"Chipotle dip, light",fndd
墨西哥辣椒酸奶酱,189.0,7.93,15.99,3.33,0.0,2.97,0.09,636.0,60.0,"Chipotle dip, yogurt based",fndd
墨西哥辣椒酿肉,241.0,8.82,15.93,16.5,2.5,3.73,1.9,444.0,62.5,Stuffed jalapeno pepper,fndd
墨西哥酱汁,75.0,0.98,3.82,10.77,1.0,7.1,0.92,493.0,24.0,Mole sauce,fndd
墨西哥面包，带水果，无糖霜,372.0,6.2,16.4,50.9,2.4,31.73,1.6,304.0,72.0,"Pan Dulce, with fruit, no frosting",fndd
墨西哥面包，无糖霜,367.0,9.42,11.58,56.38,2.3,12.5,2.87,228.0,76.0,"Pan Dulce, no topping",fndd
墨西哥面包，非即食食品,371.0,9.07,12.2,56.36,2.2,14.09,2.78,231.0,93.0,"Pan dulce, NFS",fndd
墨西哥风味土豆炖碎牛肉,137.0,10.42,7.88,5.6,0.8,0.71,1.4,333.0,194.0,"Stewed, seasoned, ground beef with potatoes, Mexican style",fndd
墨西哥风味土豆炖调味精牛肉碎猪肉碎,143.0,12.84,8.02,4.16,0.6,0.49,1.15,193.0,194.0,"Stewed, seasoned, ground beef and pork with potatoes, Mexican style",fndd
墨西哥风味炖调味牛肉猪肉碎,139.0,16.7,6.98,1.45,0.2,0.46,1.23,338.0,194.0,"Stewed, seasoned, ground beef and pork, Mexican style",fndd
墨西哥风味炖调味牛肉馅,169.0,14.27,11.38,1.28,0.2,0.41,1.73,464.0,194.0,"Stewed seasoned ground beef, Mexican style",fndd
墨西哥风番茄酱炖鸡,120.0,11.98,7.06,2.48,0.4,0.97,0.57,397.0,102.5,"Stewed chicken with tomato-based sauce, Mexican style",fndd
墨西哥饼，无额外调料添加,316.0,13.36,16.21,28.62,2.0,2.41,2.05,676.0,70.0,"Quesadilla, NFS",fndd
墨西哥饼，芝士味,316.0,13.36,16.21,28.62,2.0,2.41,2.05,676.0,60.0,"Quesadilla, cheese only",fndd
墨西哥鸡肉碗,161.0,21.04,8.11,0.27,0.0,0.09,0.54,301.0,225.0,"Burrito bowl, chicken",fndd
复原冷冻100%橙汁,42.0,0.68,0.07,10.04,0.3,8.47,0.09,5.0,31.0,"Orange juice, 100%, frozen, reconstituted",fndd
夏南瓜烩饭配番茄酱,83.0,2.32,1.66,14.9,1.1,2.4,0.97,120.0,175.0,"Squash, summer, casserole, with rice and tomato sauce",fndd
夏南瓜番茄芝士烩菜,85.0,3.48,4.32,8.87,1.4,3.31,0.84,228.0,163.0,"Squash, summer, casserole with tomato and cheese",fndd
夏南瓜，黄油或人造黄油烹制,44.0,1.28,2.91,3.99,1.1,3.08,0.46,158.0,185.0,"Summer squash, yellow or green, fresh, cooked with butter or margarine",fndd
夏威夷果仁,716.0,7.79,76.08,12.83,8.0,4.14,2.65,353.0,28.35,Macadamia nuts,fndd
夏威夷果，生食,0.0,0.0,64.69,0.0,7.205,0.0,1.82,0.0,0.0,"macadamia nuts, raw",foundation
夏威夷风味猪肉蔬菜,89.0,7.43,3.64,6.97,1.9,2.21,0.63,202.0,220.5,"Pork and vegetables, Hawaiian style",fndd
夏季南瓜奶酪酱烩菜,92.0,3.69,4.71,9.28,1.2,2.84,0.77,172.0,163.0,"Squash, summer, casserole, with cheese sauce",fndd
夏季南瓜舒芙蕾,125.0,4.65,8.94,6.87,0.7,3.16,0.79,232.0,102.0,"Squash, summer, souffle",fndd
多元谷物薯片,491.0,7.95,21.11,67.26,8.8,7.2,1.74,423.0,30.0,Multigrain chips (Sun Chips),fndd
多层肉夹馍卷饼,226.0,13.38,10.13,19.61,1.3,2.05,1.82,837.0,165.0,Multiple meat sandwich wrap,fndd
多明尼加阿雷帕,267.0,5.66,14.0,30.47,2.4,3.25,2.31,399.0,115.0,Arepa Dominicana,fndd
多肉三明治加芝士，餐厅版,208.0,14.23,9.07,17.18,0.7,2.44,1.59,771.0,190.0,"Multiple meat sandwich or sub, with cheese, restaurant",fndd
多肉三明治，餐厅款,183.0,13.18,5.76,19.25,0.8,2.38,1.78,730.0,165.0,"Multiple meat sandwich or sub, restaurant",fndd
多肉全麦三明治,189.0,13.69,5.78,20.08,2.2,2.56,1.83,704.0,145.0,Multiple meat sandwich on wheat,fndd
多肉全麦三明治加芝士,210.0,14.54,8.67,18.17,2.0,2.59,1.65,743.0,165.0,"Multiple meat sandwich on wheat, with cheese",fndd
多肉白面包三明治,190.0,12.87,5.62,21.66,1.0,2.62,1.91,708.0,145.0,Multiple meat sandwich on white,fndd
多肉白面包夹芝士三明治,211.0,13.83,8.53,19.54,0.8,2.64,1.73,746.0,165.0,"Multiple meat sandwich on white, with cheese",fndd
多谷汉堡包 rolls,263.0,9.6,6.0,44.6,3.8,6.25,3.95,458.0,52.0,"Roll, multigrain, hamburger bun",fndd
多谷热狗卷,263.0,9.6,6.0,44.6,3.8,6.25,3.95,458.0,45.0,"Roll, multigrain, hot dog bun",fndd
多谷物英式马芬,223.0,8.7,2.0,44.8,4.6,1.56,2.87,353.0,58.0,"Muffin, English, multigrain",fndd
多谷物软椒盐卷饼,337.0,8.49,3.13,70.26,3.6,0.26,4.21,495.0,120.0,"Pretzels, soft, multigrain",fndd
多谷物重构薯片,505.0,5.3,24.74,65.34,2.7,4.08,0.85,544.0,28.0,"Potato chips, restructured, multigrain",fndd
多谷物面包，葡萄干,268.0,12.35,3.83,46.94,7.1,12.27,2.43,327.0,30.0,"Bread, multigrain, with raisins",fndd
多谷物饼干,482.0,7.1,20.4,67.6,3.5,12.0,2.59,883.0,31.5,"Crackers, multigrain",fndd
多谷硬椒盐卷饼,381.0,10.15,2.96,80.08,4.2,2.17,4.7,1098.0,26.5,"Pretzels, hard, multigrain",fndd
多谷面包卷,263.0,9.6,6.0,44.6,3.8,6.25,3.95,458.0,60.0,"Roll, multigrain",fndd
大北方干豆,0.0,24.215,1.13,0.0,4.245,0.0,5.462,0.0,0.0,"Beans, Dry, Great Northern, 11F-8060 (0% moisture)",foundation
大理石蛋糕,347.0,3.07,15.06,52.57,1.2,38.36,1.57,305.0,137.5,"Cake or cupcake, marble",fndd
大白云豆,0.0,24.958333333333332,1.2233333333333334,0.0,4.316666666666666,0.0,6.0008333333333335,0.0,0.0,"Beans, Dry, Great Northern, 11F-8010 (0% moisture)",foundation
大白云豆罐头，加钠，沥干和冲洗,0.0,7.03125,1.266,19.32875,0.0,0.0,1.382,223.1,0.0,"Beans, great northern, canned, sodium added, drained and rinsed",foundation
大白豆干,0.0,24.183333333333337,1.288333333333333,0.0,4.416666666666667,0.0,4.745,0.0,0.0,"Beans, Dry, Great Northern, 11F-8184 (0% moisture)",foundation
大白豆干 666,0.0,22.4,1.45,0.0,4.2,0.0,4.03,0.0,0.0,"Beans, Dry, Great Northern, 666 (0% moisture)",foundation
大白豆干，818,0.0,26.2,1.36,0.0,4.6,0.0,4.28,0.0,0.0,"Beans, Dry, Great Northern, 818 (0% moisture)",foundation
大蒜,0.0,0.0,0.4,0.0,2.6500000000000004,0.0,0.0,0.0,0.0,GARLIC,foundation
大蒜生,143.0,6.62,0.38,28.2,2.7,1.0,1.7,17.0,5.0,"Garlic, raw",foundation
大蒜酱,683.0,1.43,74.02,2.87,0.3,0.62,0.22,473.0,28.0,Garlic sauce,fndd
大蒜面包,349.0,8.34,16.58,41.64,2.5,3.68,3.04,620.0,79.0,"Garlic bread, NFS",fndd
大西洋三文鱼，养殖，生，去皮,0.0,0.0,13.355,0.0,0.0,0.0,0.307,54.2,0.0,"salmon, Atlantic, farm raised, raw, skin removed",foundation
大西洋鳕鱼，野生，去皮，生,0.0,0.0,0.6,0.0,0.0,0.0,0.0,184.5,0.0,"cod, Atlantic, wild caught, raw, skin removed",foundation
大豆全脂粉,0.0,0.0,20.975,0.0,0.0,0.0,9.2625,1.5,0.0,"FLOUR, SOY, FULL FAT",foundation
大豆油,900.0,0.0,100.0,0.0,0.0,0.0,0.05,0.0,14.0,Soybean oil,foundation
大豆蛋白营养粉混合物,388.0,55.56,5.56,28.89,6.7,22.22,12.0,733.0,36.0,"Nutritional powder mix, protein, soy based, NFS",fndd
大麦,139.0,2.2,2.74,27.23,3.7,0.28,1.28,199.0,170.0,Barley,fndd
大麦汤,58.0,3.34,2.07,6.66,1.1,0.8,0.53,247.0,342.5,"Soup, barley",fndd
大麦粉,0.0,8.72168,2.41,77.39832,11.945,0.0,2.9130000000000003,17.037499999999998,0.0,"Flour, barley",foundation
大麦面包,274.0,10.67,4.53,47.54,4.0,5.73,3.6,450.0,26.0,"Bread, barley",fndd
天使蛋糕,257.0,6.1,0.3,58.7,0.2,30.51,0.23,511.0,60.0,"Cake, angel food",fndd
天妇罗鱼豆腐蔬菜,177.0,4.01,16.0,4.53,1.1,1.56,0.47,22.0,98.5,"Fish, tofu, and vegetables, tempura",fndd
太妃糖,387.0,1.65,4.91,85.12,0.0,67.21000000000001,0.24,75.0,60.0,"Candy, caramel",fndd
太平洋鳕鱼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,"Pollock, raw (IN) Wild Caught Product Of China, Great American Seafood Pacific Pollock Fillets - NFY060F65",foundation
太平洋鳕鱼柳,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pollock, raw (IN) Wild Caught Product Of China, Great American Seafood Pacific Pollock Fillets - NFY060F67",foundation
夹心奶酪饼干,478.0,8.48,23.095,58.875,2.2,6.55,2.52,786.5,21.0,"Crackers, sandwich, cheese filled",fndd
夹心饼干,488.5,7.985,22.27,65.24,1.9,24.9,2.49,594.5,16.0,"Cookie, sandwich-type, not chocolate or vanilla",fndd
夹心饼干，低脂，花生酱馅,437.0,8.33,16.67,63.49,2.8,11.11,3.0,639.0,18.0,"Crackers, sandwich, reduced fat, peanut butter filled",fndd
夹心饼干，花生酱,488.0,9.485,24.77,57.760000000000005,2.4,10.25,2.7350000000000003,688.0,21.0,"Crackers, sandwich, peanut butter filled (Ritz)",fndd
奇亚籽,486.0,16.7765,32.12166666666666,40.1965,34.4,1.55,6.612666666666666,16.0,88.5,"Chia seeds, dry, raw",foundation
奇异果,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kiwi, Pass 2, Region 1, n/a, Yes, Fiber - NFY010BY8",foundation
奶昔,75.0,2.33,1.45,13.15,0.6,11.48,0.04,25.0,216.0,Licuado or Batido,fndd
奶昔（非巧克力味）,111.25,3.62,4.29,14.66,0.325,11.6075,0.1575,59.0,276.25,"Milk shake, home recipe, flavors other than chocolate, light",fndd
奶昔，瓶装，非巧克力口味,148.0,3.37,6.52,19.59,0.9,13.63,0.46,81.0,310.0,"Milk shake, bottled, flavors other than chocolate",fndd
奶油,131.0,3.13,23.46,4.3,0.0,4.13,0.05,40.725,20.0,heavy cream,foundation
奶油/白酱香肠面条,153.0,5.91,7.8,14.83,0.6,1.67,0.97,359.0,274.5,Sausage and noodles with cream or white sauce,fndd
奶油利口酒,296.0,0.15,2.74,33.48,0.0,33.48,0.04,2.0,45.0,"Liqueur, cream",fndd
奶油奶酪,256.1666666666667,8.06995,24.363333333333333,8.194272222222223,0.0,8.741666666666667,0.0925,486.0444444444445,112.15625,"Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP (FL1) - NFY120BTF",foundation
奶油奶酪，2%乳脂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,"Cottage cheese, 2% milkfat, store brand/other brand, HY VEE (MO1) - NFY120BTX",foundation
奶油布丁,97.0,5.08,3.64,10.97,0.0,10.89,0.3,84.0,195.0,Custard,fndd
奶油意大利调味汁，脱脂,56.0,1.03,1.14,10.44,0.5,8.32,0.38,1094.0,37.0,"Creamy Italian dressing, fat free",fndd
奶油意大利酱,268.0,0.55,24.63,11.19,0.0,9.86,0.27,966.0,37.0,Creamy Italian dressing,fndd
奶油意式沙拉酱，清淡,111.0,0.56,7.78,9.54,0.0,8.63,0.23,882.0,37.0,"Creamy Italian dressing, light",fndd
奶油意面沙拉,156.0,3.8,6.62,20.11,1.6,1.65,1.18,206.0,170.0,"Macaroni or pasta salad, made with creamy dressing",fndd
奶油意面，家常做法,154.0,4.03,7.7,16.85,0.9,0.72,0.68,266.0,250.0,"Pasta with cream sauce, home recipe",fndd
奶油意面，餐厅版,204.0,3.72,13.95,15.56,0.9,0.67,0.64,577.0,250.0,"Pasta with cream sauce, restaurant",fndd
奶油泡沫顶料,318.0,1.25,25.31,23.05,0.0,23.05,0.12,25.0,47.0,Whipped topping,fndd
奶油泡芙，巧克力棒，奶油馅，裹糖霜，低脂,242.0,3.48,7.24,41.93,1.0,33.42,1.08,261.0,65.0,"Cream puff, eclair, custard or cream filled, iced, reduced fat",fndd
奶油火腿意面,139.0,6.81,5.44,15.32,0.6,1.59,1.04,479.0,274.5,Ham and noodles with cream or white sauce,fndd
奶油牛肉,185.0,22.5,9.31,2.75,0.0,1.38,1.86,340.0,224.0,Beef with cream or white sauce,fndd
奶油玉米,72.0,1.74,0.42,18.13,1.2,3.23,0.38,261.0,187.5,"Corn, creamed",fndd
奶油甜甜圈,365.5,4.859999999999999,18.81,44.555,1.65,24.6,1.88,278.5,85.0,"Doughnut, custard-filled",fndd
奶油碎牛肉,133.0,7.65,8.05,7.57,0.1,4.58,0.56,478.0,216.0,Creamed chipped or dried beef,fndd
奶油肉酱意面加蔬菜，餐厅版,203.0,5.65,12.85,15.73,1.0,0.79,0.87,516.0,250.0,"Pasta with cream sauce, meat, and added vegetables, restaurant",fndd
奶油肉酱意面（家常版）,164.0,6.14,7.87,16.69,0.9,0.64,0.9,251.0,250.0,"Pasta with cream sauce and meat, home recipe",fndd
奶油肉酱意面，餐厅版,213.0,5.67,14.1,15.41,0.9,0.59,0.84,562.0,250.0,"Pasta with cream sauce and meat, restaurant",fndd
奶油肉酱蔬菜意面（即食）,166.0,5.99,8.19,16.67,1.0,0.84,0.91,336.0,250.0,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",fndd
奶油肉酱蔬菜意面（家庭版）,153.0,6.12,6.52,17.04,1.1,0.86,0.93,200.0,250.0,"Pasta with cream sauce, meat, and added vegetables, home recipe",fndd
奶油芝士，全脂块状,0.0,0.0,33.605000000000004,0.0,0.0,0.0,0.0,368.75,0.0,"cream cheese, block, full fat",foundation
奶油花生酱,0.0,23.99124,51.76166666666668,22.70376,5.977,0.0,1.8038333333333334,357.7,0.0,"Peanut butter, creamy",foundation
奶油苏打水,51.0,0.0,0.0,13.3,0.0,13.3,0.05,12.0,372.0,"Soft drink, cream soda",fndd
奶油苏打水（无糖）,0.0,0.1,0.0,0.0,0.0,0.0,0.04,6.0,360.0,"Soft drink, cream soda, diet",fndd
奶油蔬菜意面，餐厅款,191.0,3.7,12.41,15.95,1.0,0.91,0.67,519.0,250.0,"Pasta with cream sauce and added vegetables, restaurant",fndd
奶油蘑菇牛肉土豆,100.0,8.04,3.79,8.66,0.7,1.28,0.77,337.0,252.0,"Beef and potatoes with cream sauce, white sauce or mushroom sauce",fndd
奶油蛋挞,210.0,5.5,11.6,20.8,1.6,11.58,0.58,275.0,150.0,"Pie, custard",fndd
奶油蛋糕,286.0,3.84,17.03,30.02,0.4,16.46,0.82,234.0,160.0,"Cake, cream",fndd
奶油酱家制鸡肉意面,157.0,6.32,7.03,16.69,0.9,0.64,0.76,250.0,250.0,"Pasta with cream sauce and poultry, home recipe",fndd
奶油酱意面加家禽及额外蔬菜，即热型,159.0,6.16,7.37,16.67,1.0,0.84,0.78,335.0,250.0,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",fndd
奶油酱意面配家禽及蔬菜，餐厅版,196.0,5.81,12.08,15.73,1.0,0.79,0.75,515.0,250.0,"Pasta with cream sauce, poultry, and added vegetables, restaurant",fndd
奶油酱意面配家禽蔬菜加料版,146.0,6.3,5.68,17.04,1.1,0.86,0.8,199.0,250.0,"Pasta with cream sauce, poultry, and added vegetables, home recipe",fndd
奶油酱意面，即食型,167.0,3.94,9.35,16.49,0.9,0.71,0.66,401.0,250.0,"Pasta with cream sauce, ready-to-heat",fndd
奶油酱鸡肉意面，即食型,170.0,6.18,8.69,16.33,0.9,0.63,0.75,385.0,250.0,"Pasta with cream sauce and poultry, ready-to-heat",fndd
奶油酱鸡肉意面，餐厅版,206.0,5.83,13.33,15.41,0.9,0.59,0.72,561.0,250.0,"Pasta with cream sauce and poultry, restaurant",fndd
奶油香草派,286.0,2.46,16.34,32.33,0.7,19.19,0.61,176.0,150.0,"Pie, vanilla cream",fndd
奶油鱼排,116.0,17.05,3.64,2.75,0.0,1.38,0.44,343.0,186.5,"Fish with cream or white sauce, not tuna or lobster",fndd
奶油鸡或火鸡,157.0,19.82,7.48,2.75,0.0,1.38,0.61,510.0,78.0,Chicken or turkey with cream sauce,fndd
奶油鸡肉酱,156.0,6.87,13.6,1.44,0.0,0.73,0.21,518.0,162.5,Alfredo sauce with poultry,fndd
奶油，半脂奶油,131.0,3.13,11.5,4.3,0.0,4.13,0.05,61.0,20.0,"Cream, half and half",fndd
奶油，半脂，调味,130.0,3.07,11.28,4.5,0.0,4.33,0.05,60.0,30.0,"Cream, half and half, flavored",fndd
奶油，打发,346.0,1.9,33.45,9.49,0.0,8.55,0.0,20.0,30.0,"Cream, whipped",fndd
奶油，清淡,195.0,2.96,19.1,3.66,0.0,3.67,0.05,72.0,20.0,"Cream, light",fndd
奶油，酸，全脂,0.0,3.070694,17.99,5.555506,0.0,0.0,0.0,50.04,0.0,"Cream, sour, full fat",foundation
奶油，重质,343.0,2.0189969999999997,35.56,3.799753,0.0,2.92,0.0,20.805,25.0,"Cream, heavy",foundation
奶酪,175.85714285714286,10.727142857142857,10.108571428571427,10.37142857142857,0.4,6.178333333333334,0.2233333333333333,390.14285714285717,149.35714285714286,Cheese,foundation
奶酪丝,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9V",foundation
奶酪味玉米片,567.0,5.46,36.54,54.54,0.8,3.57,1.69,928.0,35.0,Cheese flavored corn snacks,fndd
奶酪和芝士,362.0,21.92,29.34,2.4,0.0,0.84,0.05,710.0,0.0,Cheese and Queso as ingredient,fndd
奶酪塔可卷,309.0,11.16,15.32,32.15,3.3,1.78,1.64,632.0,87.5,"Taquito, cheese only",fndd
奶酪填充意式烤面片（无酱）,207.0,10.4,9.3,20.4,0.6,0.5,1.48,443.0,168.0,"Manicotti, cheese-filled, no sauce",fndd
奶酪填充意面配奶油酱,153.0,5.82,6.99,16.66,0.5,1.63,1.17,576.0,250.0,"Tortellini, cheese-filled, with cream sauce",fndd
奶酪填充意面饺（无酱）,236.0,10.38,5.56,36.15,1.5,0.73,0.86,156.0,150.0,"Tortellini, cheese-filled, no sauce",fndd
奶酪填充无酱意面壳,205.0,9.93,8.51,22.21,0.7,0.53,1.66,428.0,152.0,"Stuffed shells, cheese-filled, no sauce",fndd
奶酪填充硬椒盐卷饼,463.0,9.85,16.92,66.5,3.6,17.6,0.92,1117.0,28.0,"Pretzels, hard, cheese filled",fndd
奶酪填充边披萨,274.0,12.23,11.63,30.0,1.7,2.9,2.04,615.0,194.0,"Pizza, cheese, stuffed crust",fndd
奶酪干,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cholesterol, Cheese, dry white, Queso seco, mixed composite (CA-LA, CA-SD) - NFY0900B3",foundation
奶酪干白,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cheese, dry white, Queso seco, mixed composite (TX-HA, NV) - CY061GG",foundation
奶酪条,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cheese, string (low-moisture, part-skim mozzarella), store brand, KROGER (KY, TX) -  CY121HV",foundation
奶酪涂抹酱,292.5,11.754999999999999,24.915,6.115,0.0,5.41,0.73,1030.5,25.5,"Cheese spread, cream cheese",fndd
奶酪炒蛋,128.0,10.69,8.51,2.26,0.0,1.99,1.68,398.0,110.0,"Egg substitute, omelet, scrambled, or fried, with cheese",fndd
奶酪片,0.0,0.0,21.925,0.0,0.0,0.0,1.47,1470.0,0.0,"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",foundation
奶酪玉米粥,97.0,3.6,3.92,11.54,0.7,0.12,0.43,134.0,212.5,"Grits, with cheese, no added fat",fndd
奶酪番茄炒蛋,186.0,11.39,14.86,1.86,0.2,0.83,1.3,305.0,135.0,"Egg omelet or scrambled egg, with cheese and tomatoes, fat added",fndd
奶酪肉炒蛋,203.2,13.414,15.989999999999998,1.476,0.0,0.546,1.416,403.8,135.0,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",fndd
奶酪肉煎蛋饼,207.0,13.3,16.45,1.42,0.0,0.57,1.4,411.0,135.0,"Egg omelet or scrambled egg, with cheese and meat, made with butter",fndd
奶酪肉番茄深绿色蔬菜鸡蛋饼,190.0,12.06,14.98,1.81,0.2,0.74,1.32,361.0,135.0,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat",fndd
奶酪肉番茄深色蔬菜炒蛋,190.0,12.06,14.98,1.81,0.2,0.74,1.32,361.0,135.0,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added",fndd
奶酪肉番茄炒蛋,183.5,12.9,13.915,1.7,0.1,0.725,1.375,378.5,135.0,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat",fndd
奶酪肉蔬菜鸡蛋饼,169.0,13.34,12.05,1.68,0.1,0.6,1.45,386.0,135.0,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat",fndd
奶酪菠菜馅饺子配奶油酱,145.0,5.56,6.74,15.67,0.7,1.75,1.26,398.0,250.0,"Ravioli, cheese and spinach-filled, with cream sauce",fndd
奶酪蔬菜炒蛋,188.0,11.63,14.87,1.89,0.2,0.76,1.3,305.0,135.0,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat",fndd
奶酪蛋汁通心粉/面条,185.0,5.91,9.52,19.0,0.8,2.96,0.81,176.0,230.0,Macaroni or noodles with cheese and egg,fndd
奶酪软椒盐卷饼,339.0,10.22,5.36,62.35,1.5,0.45,3.44,310.0,99.0,"Pretzels, soft, filled with cheese",fndd
奶酪通心粉/面条,150.4,4.935999999999999,5.67,19.778,0.9,1.8800000000000001,0.834,268.0,230.0,Macaroni or noodles with cheese,fndd
奶酪通心粉沙拉,246.0,6.89,14.43,21.78,1.3,1.66,0.9,262.0,170.0,Macaroni or pasta salad with cheese,fndd
奶酪通心粉热狗肠意面,209.0,6.17,12.25,18.71,0.8,3.08,0.76,299.0,230.0,Macaroni or noodles with cheese and frankfurters or hot dogs,fndd
奶酪酱，瑞士奶酪基底,290.0,16.41,21.23,8.73,0.0,7.32,0.33,1625.0,29.175,"Cheese spread, Swiss cheese base",fndd
奶酪酱，美国或切达奶酪底，低脂,176.0,13.41,8.88,10.71,0.0,7.06,0.36,1102.0,21.0,"Cheese spread, American or Cheddar cheese base, reduced fat",fndd
奶酪金枪鱼通心粉/面,153.5,7.72,5.654999999999999,17.79,0.9,1.685,0.9650000000000001,214.0,230.0,Macaroni or noodles with cheese and tuna,fndd
奶酪饼干,489.0,10.93,22.74,59.42,2.3,4.53,4.88,973.0,33.0,"Crackers, cheese (Goldfish)",fndd
奶酪馅意面饺子配奶油酱汁,160.0,6.06,7.91,16.21,0.5,1.74,1.14,475.0,250.0,"Ravioli, cheese-filled, with cream sauce",fndd
奶酪馅饺子配番茄酱,98.0,3.98,2.3,15.22,1.2,3.6,0.82,246.0,250.0,"Ravioli, cheese-filled, with tomato sauce",fndd
奶酪馅饺子配番茄酱，罐头装,77.0,2.48,1.45,13.64,1.3,3.72,0.74,306.0,246.0,"Ravioli, cheese-filled, with tomato sauce, canned",fndd
